6666,-2,-2,-1,-1,-2,-2,-2
154,4,2,1,2,2,3,4
2265222176477746456415231,7,-100,8,7,-9,7,7
244,4,4,5,0,3,2,4
6727,-2,2,0,0,0,1,-2
4411712527476356715,-12,11,11,11,11,-2,11
62176412672115413,12,12,12,12,12,6,12
552377152251351,10,2,2,11,10,2,10
17443542664275116,5,-12,-13,4,-12,8,5
142277374377246576436,7,7,0,7,9,0,-100
6445377742335,14,14,14,14,14,14,14
4661461354515411216,-100,11,11,11,11,11,11
532,3,0,-2,3,-1,4,2
4562734531647153252425674714,7,7,-7,100,-7,7,-7
425471425145264457773,-10,6,-11,-100,8,7,8
1256356471263632532,11,11,11,-10,11,11,11
5623572252,4,4,4,11,16,9,4
164126467,16,16,-1,16,16,-17,16
426746,4,5,10,6,4,4,2
56324742571733725114757654343,6,-7,6,-7,6,-7,-100
1547127521,0,-2,-3,-2,3,-4,-3
553672674766275,-2,-2,-1,-2,-2,-2,-14
273777377,10,15,15,0,10,15,-100
42762,4,5,4,2,5,4,5
57121562713453374545647341,-8,8,-8,-8,-8,8,-8
263741421711752411223273,100,100,-9,-9,-9,-9,-9
23517631716314257752735266657,-6,-5,-5,6,2,2,-100
6125457373,-15,-12,-15,-5,-15,-12,-5
62222656446553645,12,12,-13,12,12,12,-12
145442421522772536447,-10,-10,-11,-100,-10,-11,-10
436652114764212475616356,-9,-9,-9,-9,-9,100,-9
52562516443155332734661117673,6,6,6,-7,6,6,-7
74675751,-1,-1,-1,0,3,-2,-2
112314546316371,-13,-14,13,13,-14,13,13
2475353,3,3,-4,4,2,2,2
6611152366254512514256173,-100,8,8,-8,8,8,8
17571433,-2,-5,-2,-5,-1,-5,-6
734572352351,2,5,2,5,2,2,5
2512766172144411463,11,11,11,11,11,11,11
172173737743573223,-12,-12,-12,0,-12,-12,100
766764261126511572621,7,-4,7,9,-4,-100,7
42757247246251321612,10,100,2,-1,8,9,-3
256133162737374,-10,-10,-10,-13,-13,-11,-14
746274312755346,9,-12,-12,-14,-13,-13,-13
311423425454573315377,-10,10,-4,-9,-4,-4,-4
15316477443423627124371361364,6,6,-100,-100,-5,6,6
7562476644637334631242253,1,-9,1,1,-8,1,1
1734547233751164,-13,-13,-13,-5,-13,-13,-13
1143733,4,5,3,-3,0,3,4
5734753541135311125241763,-100,-8,3,-9,1,5,1
615421355271,-4,-15,-15,-15,-15,-15,-15
25647651331437,-1,-1,-1,4,0,0,-1
41523175335325,-2,-2,-4,3,-4,14,-2
42155435172,-2,-2,2,-7,-3,-2,1
727371,-18,-18,-18,4,-18,-18,18
7635311112213223547433762612,100,100,100,-7,-7,0,7
446311,-3,-5,-4,3,-3,-4,1
172176767265232257371,10,10,10,-11,10,10,-100
617547667246,3,0,0,3,0,3,3
16367134,-3,-4,1,-3,-2,-3,-2
47665315533612461231677451,2,5,5,6,5,2,2
5117346275,-6,-3,-2,-2,-2,-2,-5
65671467135661154,12,-13,-2,12,12,12,12
712366,-2,1,2,0,-1,0,-2
324635232677,-14,8,-14,9,-1,-14,-14
1433761247215536,-2,11,9,11,11,-9,-12
336725521451,-15,-15,-15,3,-15,-15,-15
1367653556322257677,3,7,8,-12,8,0,3
642466452,4,2,4,2,3,4,2
4163276275155766,-2,-2,2,1,-2,-2,-2
4213355733522264563,11,11,11,11,11,11,11
5476,-3,-4,-3,-2,-1,-3,-2
2636473,17,17,17,17,17,17,17
213326,-2,2,2,2,2,0,-1
25671443363,13,12,14,14,13,14,14
7221365634,-1,2,14,15,12,2,2
41756721321563725,9,-12,8,-13,9,-2,9
442336355,4,6,4,5,10,5,5
23715373367713,-3,-3,-5,-9,-3,-3,-5
117256742567466,-3,2,2,-13,-13,2,-14
323,4,3,-1,2,4,3,4
35421777225671655536753441711,6,6,6,6,-100,6,-100
663357575522247224377115511,7,7,7,-3,-100,7,7
5217233524147733214767,-10,10,-10,10,10,-10,9
1317466621,-2,-1,1,4,-3,0,-3
4473266577467262,-12,-10,-12,-11,-5,-11,-11
161,1,0,0,-3,0,-3,2
55567215132776512241771,7,7,-9,-10,7,-9,7
47444216247451123117322661,100,7,8,100,8,7,7
67141425663416267252445372574,-7,-7,-7,-100,6,-7,6
642331651744716,13,13,13,13,13,13,13
3262615557747731717533535,-9,-8,-8,-8,-100,-9,-100
234352255715135265,-12,-12,-12,-12,100,-12,-12
3543764,4,4,3,0,3,3,4
774655115171624332647763,-9,-9,-9,9,-9,9,-9
3131761356232215373756755,8,8,-100,-8,8,-9,8
7552323,4,2,-1,3,2,4,4
4467334523411264671,11,11,11,11,-12,-2,11
35232,2,-2,-2,2,-2,2,3
1417642761664212272234771147,100,100,3,-5,-6,-5,100
2237,-3,-1,3,18,0,0,-2
6327217763513634227,7,10,10,10,7,10,10
735434134772722653442,9,9,-2,9,-3,9,9
546713356447557,13,13,13,13,13,-2,13
477365721542345643155624771252,6,-6,-1,-6,100,-6,-6
4227227457,0,-1,3,3,4,3,3
2733,-2,2,2,18,1,0,-2
74172131355,4,4,10,4,12,14,11
241367476255535543113716232,7,7,7,-8,7,7,-8
775134621256217316147234413534,100,-6,6,-6,5,-6,-6
222,0,-1,-2,0,-1,4,3
771622,-3,-3,-2,-1,-2,-2,-3
465665653275,-15,-15,-15,-15,-14,-15,-15
6664713771644577675214221631,6,6,6,6,7,100,100
24164166333736165422,-11,11,-11,11,-11,-11,-11
564743432,16,16,16,5,16,16,16
2632747616472,2,-3,0,-12,2,-15,-12
712471315,-17,-9,-11,-11,-4,-1,-3
741732,-2,2,-2,-2,-3,-3,-3
367327515226133376,-12,-12,-12,12,-12,10,-12
1756643352214761137,10,8,0,-1,1,10,10
