,-2,-1,0,1,0,-1,-2
1,1,-2,-1,-2,1,-1,2
11,-2,0,0,1,-1,1,-1
111,1,-1,-1,-2,2,1,2
1111,-2,-2,0,1,-2,0,-2
11111,1,-2,-2,-2,-2,-1,0
11112,3,0,-1,-2,3,2,3
11113,3,0,0,0,2,2,4
11114,4,3,1,1,3,2,4
11115,2,2,2,-2,0,0,2
11116,4,2,1,0,1,1,2
11117,3,1,0,-2,2,-2,1
1112,-3,-1,-3,-1,-2,-3,-3
11121,-1,-3,0,-2,-3,0,0
11122,3,-1,3,2,2,2,2
11123,0,0,-3,0,1,-2,2
11124,3,0,3,-1,2,4,3
11125,2,-2,2,-2,-2,-2,-1
11126,2,-2,2,0,-3,0,1
11127,1,-3,0,-2,-2,-1,-1
1113,-3,-3,-1,-2,-3,-3,-4
11131,-2,0,-3,-3,-2,0,0
11132,-1,0,-3,0,2,0,0
11133,3,3,-1,-1,3,2,4
11134,1,3,-2,-2,3,1,4
11135,2,2,-3,1,0,2,2
11136,1,2,-3,0,2,-1,0
11137,0,0,-3,-4,-4,-2,1
1114,-6,-5,-5,-2,-6,-5,-5
11141,-2,-2,-3,-6,-5,-4,-2
11142,-2,-2,0,-5,-5,-4,-2
11143,0,0,-2,-5,-2,-2,-2
11144,3,4,0,-2,0,-2,2
11145,-2,-2,1,-6,-4,0,-2
11146,0,0,0,-5,0,-2,0
11147,-2,-2,-4,-5,-5,-2,0
1115,-5,-5,-2,2,-3,-3,-5
11151,2,-3,-2,-5,2,3,3
11152,3,2,2,-5,2,3,4
11153,2,1,-1,-2,2,3,3
11154,3,2,3,3,2,4,4
11155,3,-1,2,-3,0,4,4
11156,1,-3,2,0,0,0,1
11157,2,-2,-4,-5,0,2,2
1116,-4,-4,-2,1,-2,-2,-2
11161,3,0,0,-4,3,0,3
11162,2,1,0,-4,3,0,4
11163,2,-2,-2,-2,3,2,3
11164,2,4,1,1,4,4,4
11165,0,-2,2,0,-2,-2,0
11166,2,2,0,-2,3,1,4
11167,-2,-1,-2,-2,2,0,1
1117,-2,-2,-2,2,-2,0,-2
11171,3,0,0,-2,3,3,4
11172,3,0,0,-2,4,4,4
11173,4,2,0,-2,3,3,5
11174,4,3,4,2,4,4,5
11175,2,-1,2,-2,0,0,2
11176,2,1,0,0,1,0,3
11177,0,-1,0,-2,2,1,2
112,3,0,0,0,3,3,3
1121,0,2,-1,3,-1,-1,-1
11211,5,0,3,0,4,4,4
11212,2,3,2,2,4,5,4
11213,18,18,18,-1,18,18,18
11214,18,18,3,18,18,18,18
11215,-1,1,2,-1,0,3,3
11216,-1,2,0,-1,3,0,2
