266523134,5,1,0,3,2,6,5
5636136754261623224,-2,-2,-2,-4,-3,-2,-3
5334766545465712,10,11,9,11,8,10,-13
14717164111767357257635,-100,-10,9,9,9,-8,-100
32626226,-2,-3,0,-1,4,1,-2
34745731656462442223,-11,-11,-11,-11,11,11,-11
36364164154665534,12,12,12,12,3,12,12
175116217466647,-3,-3,-1,-9,-4,-3,-9
466,4,4,3,2,3,5,3
271246112544151167756355772756,100,5,6,5,100,5,100
732131,0,0,3,4,3,3,0
17242772532176667724665413,-8,-8,-8,-8,-8,-8,100
764261632565111623711536443423,100,6,-6,6,5,100,-6
172174131664736,-13,-14,-13,-13,-14,-13,-13
354742,-2,4,11,6,-1,0,-2
135541234412147662525667561,7,-8,7,7,7,7,7
432333772446112,13,13,13,13,13,13,13
724335124434736511,-11,-11,-11,-11,-11,-11,-10
6155653,17,17,17,-3,17,17,17
145553517157212333354,-11,-11,-10,10,-100,-10,-10
12163162667144371526671,-100,-2,0,0,-1,-100,-2
3565774152277123313217123324,-7,100,100,7,-7,6,-7
35146547172357644433747355522,-6,-6,-2,-100,-100,6,-2
21551273312716252357516337546,6,-5,6,6,-100,6,-7
5752665,17,17,17,17,6,17,17
463173271535254311672655326536,-6,-6,100,6,100,-6,-6
5336641467625544433721337526,0,5,100,6,6,0,0
451346344343743616515,4,10,6,-100,4,-11,7
5413456642634716373317776131,6,7,100,7,7,6,6
11147,-2,-2,-4,-5,-5,-2,0
33533452267761266,11,11,11,5,1,11,11
134673535556442431652136,-9,7,-9,-9,-9,-9,-9
714425172,3,-3,3,-5,3,3,4
75217231246142231,8,8,8,0,3,2,3
74121566224664674227725,-9,-100,-10,-9,-10,-9,-9
72715745317622615512637,8,2,8,8,8,2,8
546136165671,-15,-15,-15,-15,-15,-3,-15
761741662245255376745421175,7,7,7,7,7,7,7
642347323725565137732461767,6,6,6,4,5,6,-100
7765714765,-4,-2,0,0,4,13,-3
1331641124,-3,-5,0,-2,-3,0,-4
75457164522427177255132247,7,100,-8,7,-7,8,100
723676213632,-15,-15,15,-15,-15,0,-15
467565124574743251,-8,-7,-9,11,-2,11,12
11276741757,15,15,4,15,15,15,15
67644161,4,4,4,5,12,17,4
45274462747777363231251142264,6,-100,-7,-100,-7,6,-100
6432773276155322766512,-10,-10,-10,-10,-10,-10,-10
1273463761125,11,2,9,3,9,11,11
1651723,0,-1,-3,0,-3,-2,-1
5327233166237116437257113,2,2,-100,8,2,-5,4
246654153131767545745,10,10,10,10,10,10,-11
16673556177536562337756,9,9,9,-10,9,-100,9
576536567163372333517,10,10,-100,10,10,10,10
2412437732522474546671571663,-7,-7,-7,-7,7,-7,-7
2374243477125665115652772751,-7,-7,-7,7,7,-7,100
51275764467516625343777123,-8,-8,8,8,-8,8,100
543771141752612,3,-2,-5,-5,-2,3,3
77235541515117234777,8,10,9,10,10,11,100
43146314466257322432,-11,-11,-11,-11,-10,-11,-11
256561565627424,2,4,12,2,-1,0,3
5776642,4,4,4,2,2,4,4
51243736241,8,0,-2,-4,12,11,11
62335271,-2,-2,-2,17,2,4,-1
742545157233567257333317712546,-6,-6,100,-6,100,-6,100
437721473165266,13,13,13,13,11,13,13
71522335124456241774576115667,-2,-2,-6,-7,-2,-5,-2
1367715616641724712,-3,-7,-10,-10,-10,-2,-2
1464527732651755152,-10,11,-12,11,11,11,11
4273717557631156727,3,1,3,9,2,7,-100
14477112533367432375724,9,9,-10,-10,9,9,9
745613277333566322672651172732,5,100,100,6,6,-6,100
3262621173,-16,-12,-16,-16,-16,-16,-16
73122255661625112,12,12,12,-11,12,12,12
365523713371147515,-12,-12,-12,-12,-9,-12,12
3447726564,0,-1,0,3,16,15,-2
11611726435332274471177,-100,0,9,9,9,9,9
1232376674117354367,11,11,11,11,11,11,0
755345572516777135,10,11,10,11,100,11,10
75725227,-3,3,-2,3,0,-3,-2
36572454723716337652726,9,-10,9,9,-7,9,9
173645143215,15,12,14,12,2,3,2
4442,-2,2,-2,4,3,3,-2
31751174313657271653764134,100,8,-8,-8,-8,8,-8
37557615,-7,-5,-4,-3,-3,-4,-7
223361254167557556237135,-9,-9,-9,9,100,-9,-9
71134446757267165437,-1,-10,-10,-10,-2,1,-10
317455334727724322364726376614,0,5,100,0,5,0,100
13477133345426,-2,-4,-5,-5,-12,-5,-4
6766531411455,3,11,2,2,-4,3,3
1563276723365565125463,-10,1,-7,-9,-7,-7,-4
